<DTYYYYMMDD>,<TICKER>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
2021-10-31,Jam.Petr.,48500.0,49000.0,46100.0,46310.0,95485637780,2062010,521,D,48520.0,46100.0
2021-10-30,Jam.Petr.,48000.0,49990.0,47070.0,48520.0,29612037960,612964,258,D,48610.0,48610.0
2021-10-27,Jam.Petr.,49280.0,49290.0,48010.0,48610.0,37633078460,769465,273,D,48420.0,48990.0
2021-10-26,Jam.Petr.,49600.0,49600.0,47020.0,48420.0,75470066080,1556964,486,D,48230.0,48050.0
2021-10-25,Jam.Petr.,50740.0,50740.0,47970.0,48230.0,124464231510,2580867,1348,D,50490.0,48570.0
2021-10-23,Jam.Petr.,50510.0,51160.0,49400.0,50490.0,57865724490,1156495,297,D,51160.0,50400.0
2021-10-20,Jam.Petr.,51000.0,52000.0,50400.0,51160.0,27927937920,548615,256,D,51260.0,50500.0
2021-10-19,Jam.Petr.,52220.0,52220.0,51040.0,51260.0,46313740930,898952,369,D,51050.0,51050.0
2021-10-18,Jam.Petr.,49300.0,52200.0,49300.0,51050.0,71326179470,1390791,419,D,50530.0,52130.0
2021-10-17,Jam.Petr.,51380.0,51500.0,49900.0,50530.0,59034599420,1170832,397,D,50680.0,50100.0
2021-10-16,Jam.Petr.,51110.0,51760.0,50050.0,50680.0,67506844010,1322911,552,D,50000.0,50130.0
2021-10-13,Jam.Petr.,49020.0,50900.0,48550.0,50000.0,19584130610,392132,350,D,50010.0,50380.0
2021-10-12,Jam.Petr.,50000.0,51390.0,49600.0,50010.0,93367091800,1868306,347,D,51070.0,49960.0
2021-10-11,Jam.Petr.,50400.0,51610.0,49690.0,51070.0,54378849210,1065171,454,D,51100.0,50900.0
2021-10-10,Jam.Petr.,49400.0,51970.0,49400.0,51100.0,76465229090,1496979,368,D,51190.0,50990.0
2021-10-09,Jam.Petr.,52770.0,52800.0,49500.0,51190.0,54366986510,1073865,595,D,51900.0,49910.0
2021-10-06,Jam.Petr.,51100.0,52800.0,51100.0,51900.0,127267681450,2452138,567,D,51840.0,51990.0
2021-10-04,Jam.Petr.,52590.0,52800.0,50500.0,51840.0,158446205550,3056352,960,D,52110.0,51880.0
